标题,开发商,房子信息,发布信息,售价/万,单价
房子是电梯房适合养老人居住人文素质高,蓝天中央公园 -市政府商圈,2室2厅 | 94.26平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 15天以前发布,57.5,"6,101元/平"
建业大宏城市花园 三室两厅 有本随时过户 三开间朝南,建业大宏城市花园 -鼎立商圈,3室2厅 | 91平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,3人关注 / 7个月以前发布,61,"6,704元/平"
配套设施齐全，小区安静，楼层不高。,润泽苑 -鼎立商圈,3室2厅 | 99平米 | 南 北 | 简装 | 低楼层(共2层)  | 板塔结合,13人关注 / 一年前发布,56.4,"5,697元/平"
成熟小区 紧挨博物馆 位置好 户型方正，看房方便,大河东都一期 -万达商圈,3室2厅 | 143.69平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 11个月以前发布,95,"6,612元/平"
自贸区世界500强郑开绿地城户型方正采光好,郑开绿地城 -祥符区,3室1厅 | 119.16平米 | 东南 南 | 其他 | 低楼层(共17层)  | 板塔结合,2人关注 / 3个月以前发布,69,"5,791元/平"
帝湖世家精装修，无抵押贷款！！,帝湖世家 -集英街商圈,3室2厅 | 129.8平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,1人关注 / 8个月以前发布,96,"7,396元/平"
郑开橄榄城 西湖观景房 户型方正 采光无遮挡,郑开橄榄城一期 -西湖商圈,3室2厅 | 115.51平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,135,"11,688元/平"
大宏城市花园中间好楼层简装急售有储藏室产权清晰,建业大宏城市花园 -鼎立商圈,3室2厅 | 90.92平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,3人关注 / 6个月以前发布,65,"7,150元/平"
鼎立F区凤凰楼层视野好采光佳单价单价七千多,鼎立国际城F区 -鼎立商圈,3室2厅 | 118.51平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 9个月以前发布,86,"7,257元/平"
黄河大街 幸福里 小三室 中间楼层 边户,幸福里 -青年城商圈,3室1厅 | 85.97平米 | 南 北 | 简装 | 中楼层(共27层)  | 板塔结合,2人关注 / 3个月以前发布,62.6,"7,282元/平"
业主诚心出售，全屋精装！南北通透！满五唯一！,青年城 -青年城商圈,3室2厅 | 88.51平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 4个月以前发布,63,"7,118元/平"
楼层好，视野宽阔，采光充足，交通便利,伟业香堤湾 -集英街商圈,3室2厅 | 138.16平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,102,"7,383元/平"
森林半岛11楼楼层比较好东边户三室两厅两卫装修好的,郑开森林半岛南苑 -万达商圈,3室2厅 | 126.84平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,4人关注 / 6个月以前发布,95,"7,490元/平"
晋河花园南北通透大三房  交通便利,晋河花园 -万达商圈,3室2厅 | 148.59平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,1人关注 / 一年前发布,78,"5,250元/平"
恒大帝景精装修，业主诚心出售，钥匙在售！,恒大帝景南苑 -CBD商圈,3室2厅 | 136.79平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,116,"8,481元/平"
精装修 业主诚心出售 价位低了低了,郑开碧桂园 -万达商圈,4室2厅 | 142.4平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,7人关注 / 一年前发布,176,"12,360元/平"
西区优质小区 户型好  楼层高 采光好,伟宏天境 -北站商圈,3室2厅 | 92.1平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼,1人关注 / 7个月以前发布,68,"7,384元/平"
西区优质小区 户型好 采光好 物业好,伟宏天境 -北站商圈,3室2厅 | 134平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼,0人关注 / 7个月以前发布,98,"7,314元/平"
晖达新世界三期 3室2厅 南 北,晖达新世界三期 -西湖商圈,3室2厅 | 125.48平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,94.1,"7,500元/平"
户型格局好，视野宽阔，配套齐全，毛坯房，全明户型,东方今典御府 -西湖商圈,3室2厅 | 117.5平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,90,"7,660元/平"
此房满五，交通便利，生活方便，配套成熟，，，,康乐二期院 -市政府商圈,3室2厅 | 124平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,66.3,"5,347元/平"
英伦春天 低密度小区 成熟地段 配套齐全,英伦春天 -集英街商圈,3室1厅 | 117.13平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,3人关注 / 5个月以前发布,76,"6,489元/平"
绿城桃李春风 品质纯洋房 四室两厅,桃李春风 -北站商圈,4室2厅 | 149.8平米 | 东 | 毛坯 | 中楼层(共7层)  | 暂无数据,3人关注 / 7个月以前发布,207,"13,819元/平"
房东急售，价位可谈，带地下储藏室,龙成锦绣花园 -开元商圈,3室2厅 | 125.07平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,92,"7,356元/平"
橄榄城二期 户型方正 全天采光视野好,郑开橄榄城二期 -西湖商圈,4室2厅 | 144.32平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,12人关注 / 8个月以前发布,135,"9,355元/平"
房源好楼层好，视野好，采光充足，南北双阳台，大客厅,郑开森林半岛南苑 -万达商圈,3室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共30层)  | 暂无数据,5人关注 / 一年前发布,109,"9,562元/平"
精装修、楼层好、采光好、业主急售,碧水蓝城二期 -集英街商圈,3室2厅 | 106.68平米 | 南 | 精装 | 中楼层(共10层)  | 塔楼,4人关注 / 8个月以前发布,99,"9,281元/平"
此房满五唯一，目前空置，诚心出售！！！,郑开森林半岛南苑 -万达商圈,3室2厅 | 132.08平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,26人关注 / 一年前发布,100,"7,572元/平"
有本在售，观湖观景楼房随时看房,碧水蓝城三期 -集英街商圈,3室2厅 | 142平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,5人关注 / 一年前发布,110,"7,747元/平"
开元华庭新上房源，业主急卖，随时看房！！,开元华庭 -开元商圈,3室2厅 | 142.95平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,123,"8,605元/平"
精装修，家具家电齐全。拎包入住。,碧水蓝城二期 -集英街商圈,3室2厅 | 127平米 | 南 北 | 简装 | 中楼层(共9层)  | 塔楼,0人关注 / 一年前发布,135.6,"10,678元/平"
精装未住电梯小高东边户，可做婚房！,越宫京园 -火车站商圈,3室2厅 | 129.92平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,4人关注 / 9个月以前发布,99,"7,621元/平"
自贸区郑开大道旁，小高层三室边户，业主诚心出售！,郑开绿地城 -祥符区,3室2厅 | 119.11平米 | 西南 | 毛坯 | 低楼层(共17层)  | 板塔结合,15人关注 / 一年前发布,70,"5,877元/平"
帝湖世家，三室两厅，122平，94万,帝湖世家 -集英街商圈,3室2厅 | 122.74平米 | 南 北 | 简装 | 中楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,94,"7,659元/平"
水岸家园三室两厅两卫毛坯房可按自己喜好装修,水岸家园 -集英街商圈,3室2厅 | 137.75平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,6人关注 / 9个月以前发布,93,"6,752元/平"
观湖，位置好 挨着西湖，居住比较舒服，户型南北通透,西湖印象 -橄榄城商圈,4室2厅 | 161平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,1人关注 / 7个月以前发布,149,"9,255元/平"
有房本，可看湖，南北通风，户型好，生活便利方便出行,西湖印象 -橄榄城商圈,3室1厅 | 105.48平米 | 东 南 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 6个月以前发布,95,"9,007元/平"
电梯洋房，有地热水 地暖 地下储藏室,御龙湾 -海洋馆商圈,3室1厅 | 91.45平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,10人关注 / 7个月以前发布,75,"8,202元/平"
"此房户型好,楼层居中,交通便利",伟业香堤湾 -集英街商圈,3室2厅 | 138.16平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,110,"7,962元/平"
此房满五唯一，目前空置，诚心出售！！！,郑开森林半岛南苑 -万达商圈,3室2厅 | 132.08平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,26人关注 / 一年前发布,100,"7,572元/平"
蓝湾国际诚心急售精装修大三房家具家电齐全拎包入住,新芒果蓝湾国际 -集英街商圈,3室2厅 | 132.07平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 4个月以前发布,110,"8,329元/平"
有本在售，观湖观景楼房随时看房,碧水蓝城三期 -集英街商圈,3室2厅 | 142平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,5人关注 / 一年前发布,110,"7,747元/平"
业主急售此房，价格可谈，精装带家具家电,晋福苑 -市政府商圈,3室2厅 | 113.96平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 10个月以前发布,58,"5,090元/平"
西湖片区 品质洋房 四叶草户型 教育丰富,开封中南樾府 -集英街商圈,4室2厅 | 125.79平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,129,"10,256元/平"
香堤湾小高层 毛坯  有本税够    视野开阔,伟业香堤湾 -集英街商圈,3室2厅 | 121.44平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,38人关注 / 一年前发布,84,"6,917元/平"
西湖印象精致三室两厅，采光很好，小区环境舒适,西湖印象 -橄榄城商圈,4室2厅 | 159平米 | 南 | 精装 | 高楼层(共27层)  | 暂无数据,2人关注 / 7个月以前发布,168,"10,567元/平"
此房有本满二，随时过户，户型方正,水岸家园 -集英街商圈,3室2厅 | 118.84平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,11人关注 / 一年前发布,92,"7,742元/平"
碧水蓝城电梯洋房 三开间朝南 精装修拎包入住 采光好,碧水蓝城一期 -集英街商圈,3室2厅 | 125.87平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,2人关注 / 4个月以前发布,119,"9,455元/平"
成熟住宅小区 采光好，配套成熟,铁南新村 -橄榄城商圈,5室2厅 | 210平米 | 南 北 | 简装 | 低楼层(共2层)  | 暂无数据,12人关注 / 6个月以前发布,75,"3,572元/平"
观景房，两面观湖，楼层好！！！,水岸家园 -集英街商圈,3室2厅 | 131.22平米 | 南 北 西 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 4个月以前发布,104.5,"7,964元/平"
绿都上河城步梯六楼  拎包入住,绿都上河城 -顺河商圈,3室2厅 | 88.77平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,50,"5,633元/平"
房子户型通透  采光充足  业主诚心出售,伟业香堤湾 -集英街商圈,3室2厅 | 93.74平米 | 南 北 | 简装 | 高楼层(共15层)  | 板塔结合,4人关注 / 7个月以前发布,67,"7,148元/平"
蔚蓝加州  3室2厅1卫 毛坏房随您的心意装修 无大税,蔚蓝加州 -顺河商圈,3室2厅 | 124.11平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板塔结合,5人关注 / 9个月以前发布,75,"6,044元/平"
西湖翠庭西湖商圈交通便利毛坯三室开元广场,西湖翠庭 -开元商圈,3室2厅 | 120.46平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合,80人关注 / 一年前发布,69,"5,729元/平"
房子精装修，户型不错，17楼采光效果很好,伟业香堤湾 -集英街商圈,2室2厅 | 88.4平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,77.5,"8,767元/平"
公园世家A区，均价6000多，有钥匙随时看房。,公园世家A区 -东信商圈,3室2厅 | 125.52平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,8人关注 / 一年前发布,91,"7,250元/平"
满五唯一，非电空调，冬暖夏凉，四季如春,晋开御景湾 -铁塔商圈,3室2厅 | 132.05平米 | 东 | 精装 | 高楼层(共7层)  | 板塔结合,1人关注 / 1个月以前发布,70.5,"5,339元/平"
三开间朝南采光好，户型方正净面积跟房本差不多,恒大东汇名城 -万达商圈,3室2厅 | 87.48平米 | 东 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,62,"7,088元/平"
郑开碧桂园精装小高层，位置好采光好价格合适,郑开碧桂园 -万达商圈,3室2厅 | 111.99平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,4人关注 / 7个月以前发布,91,"8,126元/平"
凤凰层、精装修、在家可以看西湖美景、保养干净,新芒果蓝湾国际 -集英街商圈,3室2厅 | 91.8平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,77,"8,388元/平"
精装修 家具家电齐全，拎包入住,西湖翠庭 -开元商圈,3室2厅 | 138.71平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,2人关注 / 10个月以前发布,79,"5,696元/平"
三开间朝南采光好，户型方正净面积跟房本差不多,恒大东汇名城 -万达商圈,3室2厅 | 87.48平米 | 东 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,62,"7,088元/平"
鼎立F区，标准三居室，采光好中间层，格局方正。,鼎立国际城F区 -鼎立商圈,3室2厅 | 128.63平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,99.8,"7,759元/平"
东方今典御府 4室2厅 南,东方今典御府 -西湖商圈,4室2厅 | 142.02平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 3个月以前发布,107,"7,535元/平"
此房楼层好，采光充足，业主诚心出售，有钥匙随时看房,新晋美•悦都 -万达商圈,3室2厅 | 100.42平米 | 南 | 毛坯 | 高楼层(共21层)  | 板塔结合,1人关注 / 5个月以前发布,74,"7,370元/平"
郑开碧桂园精装小高层，位置好采光好价格合适,郑开碧桂园 -万达商圈,3室2厅 | 111.99平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,4人关注 / 7个月以前发布,91,"8,126元/平"
首座时代 三室二厅一厨二卫，毛胚，双阳台,首座时代 -鼎立商圈,3室2厅 | 124.45平米 | 南 | 毛坯 | 中楼层(共22层)  | 板塔结合,12人关注 / 一年前发布,92,"7,393元/平"
碧水蓝城合适的房子，有钥匙随时看房，小区绿化高，,碧水蓝城一期 -集英街商圈,3室2厅 | 127.18平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 板楼,92人关注 / 一年前发布,66,"5,190元/平"
西苑小区3居室，楼层适中可贷款，有钥匙看房较便捷！,西苑小区A区 -大王屯商圈,3室1厅 | 76.89平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,4人关注 / 6个月以前发布,30.5,"3,967元/平"
金烟小区带储藏室，大三室，有暖气，业主诚心出售。,金烟小区 -大王屯商圈,3室2厅 | 108.93平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,47,"4,315元/平"
东方今典洋房 一提两户 三开间朝南 户型方正,东方今典 -西湖商圈,3室2厅 | 138.51平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 3个月以前发布,141,"10,180元/平"
临湖临万达 一楼边户院子60平 洋房一楼下沉80平,郑开森林半岛南苑 -万达商圈,3室2厅 | 138.31平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,2人关注 / 1个月以前发布,154.5,"11,171元/平"
二大街新小区，二十一层楼毛坯，位置好交通方便。,晖达新世界三期 -西湖商圈,3室2厅 | 125.48平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,84,"6,695元/平"
森林半岛南苑，好位置，好楼层，精装修电梯洋房,郑开森林半岛南苑 -万达商圈,3室2厅 | 141.16平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 11个月以前发布,124,"8,785元/平"
新小区 好户型 中间高一点楼层 急卖 随时看房,晖达新世界三期 -西湖商圈,3室2厅 | 130.5平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,12人关注 / 7个月以前发布,97,"7,433元/平"
房子层高挑高采光好公园环境业主急售,海马公馆 -北站商圈,3室2厅 | 128.84平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,3人关注 / 8个月以前发布,176,"13,661元/平"
郑开碧桂园精装修大平层南北通透户型很好五室大阳台,郑开碧桂园 -万达商圈,5室2厅 | 256.8平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,2人关注 / 3个月以前发布,270,"10,515元/平"
楼层适中，采光好，户型合理，双卫设计！,郑开碧桂园 -万达商圈,3室2厅 | 131.1平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 4个月以前发布,111,"8,467元/平"
"西苑D区，业主急售,带储藏室，户型及好，采光好",西苑D区 -大王屯商圈,3室2厅 | 136.65平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,66,"4,830元/平"
贵和世嘉两室南户 简单装修含家具家电 急售,贵和世嘉 -市政府商圈,2室1厅 | 73.52平米 | 南 | 简装 | 中楼层(共15层)  | 板楼,17人关注 / 一年前发布,55.3,"7,522元/平"
业主急售洋房一楼有院子和下沉有钥匙,格林公馆A区 -市政府商圈,3室2厅 | 151.94平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,2人关注 / 8个月以前发布,195,"12,835元/平"
