标题,开发商,房子信息,发布信息,售价/万,单价
宝能太古城 4室2厅 南,宝能太古城 -章江新区,4室2厅 | 135平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 3天以前发布,249,"18,445元/平"
业主已购置新房 诚意出售 双阳台户型 采光日照充足,碧桂园天麓 -南康区,4室2厅 | 143.32平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 6天以前发布,129.5,"9,036元/平"
银天小区，小区好停车。。。。。。。,银天小区 -老城区,3室2厅 | 92.4平米 | 南 | 其他 | 低楼层(共8层)  | 板塔结合,0人关注 / 5天以前发布,58,"6,278元/平"
联发雍榕华府 3室2厅 东南,联发雍榕华府 -章江新区,3室2厅 | 104平米 | 东南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 4天以前发布,162,"15,577元/平"
嘉君上品府 3室1厅 南,嘉君上品府 -章江新区,3室1厅 | 115平米 | 南 | 其他 | 中楼层(共23层)  | 板楼,0人关注 / 2天以前发布,160,"13,914元/平"
星洲湾九境 4室2厅 南,星洲湾九境 -黄金开发区,4室2厅 | 135.6平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 2天以前发布,211,"15,561元/平"
恒骄玲珑苑 4室1厅 南 北,恒骄玲珑苑 -黄金开发区,4室1厅 | 127.67平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 板塔结合,0人关注 / 2天以前发布,109,"8,538元/平"
九里峰山精装两房 看房方便 交通便利 楼层好视野好,九里峰山花语林 -蓉江新区,2室2厅 | 76平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 5天以前发布,65,"8,553元/平"
锦绣城小区房   配套实施完善  交通便利,锦绣城 -南康区,3室1厅 | 125.97平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 14天以前发布,79.8,"6,335元/平"
翡翠谷 1室1厅 东,翡翠谷 -水东,1室1厅 | 36.42平米 | 东 | 精装 | 高楼层(共5层)  | 塔楼,0人关注 / 8天以前发布,29.9,"8,210元/平"
美的爱康公园，业主诚意出售，可详谈,美的爱康公园天下 -南康区,4室2厅 | 128平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 12天以前发布,125,"9,766元/平"
美的君兰半岛 3室2厅 东南,美的君兰半岛 -黄金开发区,3室2厅 | 106.54平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 14天以前发布,139,"13,047元/平"
新力钰珑湾，双阳台精装修三房，业主急售，看房方便。,新力钰珑湾 -水东,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 12天以前发布,103,"8,729元/平"
位置地段好 楼层漂亮 价格实惠适合刚需,凯旋城 -南康区,3室1厅 | 87平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 3天以前发布,53,"6,092元/平"
产权清晰无纠纷，可以正常过户位置地段好 楼层漂亮,龙湖佳兴紫云台 -南康区,3室2厅 | 105平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 10天以前发布,99,"9,429元/平"
佳龙太古城 3室2厅 南,佳龙太古城 -南康区,3室2厅 | 88.8平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 14天以前发布,66,"7,433元/平"
远洋四房两厅两卫 坐北朝南 采光好 视野开阔,远洋红星中央广场 -南康区,4室2厅 | 130平米 | 东南 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 11天以前发布,101,"7,770元/平"
南水六十米大道3室2厅2卫 河边散步方便，菜市场也近,南水大道 -南康区,3室2厅 | 96.86平米 | 南 | 简装 | 低楼层(共8层)  | 平房,10人关注 / 一年前发布,42,"4,337元/平"
文峰花园毛坯正四房隆重上新啦！,佳兴文峰花园 -南康区,4室2厅 | 124.23平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,96,"7,728元/平"
有小区，有物业，好停车，小区环境好,江山里澜湾 -章江新区,2室2厅 | 89.69平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,141.9,"15,822元/平"
楼层好，采光好，急售，满二户型通透,恒大名都 -站北区,3室2厅 | 122.48平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,153,"12,492元/平"
香山苑， 三房两厅两卫，毛坯楼层好,香山院 -站北区,3室2厅 | 110.98平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,89.8,"8,092元/平"
亚琦城市壹号普通装修小三房 有阳台,亚琦城市壹号 -南康区,3室2厅 | 77.12平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,35,"4,539元/平"
两房小户型 洋房电梯房 精装修 户型好 配套齐全,五星公馆 -南康区,2室2厅 | 94.35平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,3人关注 / 一年前发布,88,"9,327元/平"
嘉联·芙蓉新城 3室2厅 南 北,嘉联·芙蓉新城 -南康区,3室2厅 | 132平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,83.6,"6,334元/平"
小区交通四通八达，位于南康区工业大道家具城。,佳兴苑 -南康区,3室2厅 | 96.88平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,45.9,"4,738元/平"
通站小区全新精装修明亮方正3房2厅,通站小区 -南康区,3室2厅 | 95.18平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,52.6,"5,527元/平"
房户型方正，有大阳台，楼层好，采光充足，精装修,阳光康城 -南康区,3室2厅 | 143.45平米 | 南 北 | 精装 | 高楼层(共14层)  | 板楼,0人关注 / 一年前发布,103,"7,181元/平"
城市商业中心 3室2厅 西北,城市商业中心 -南康区,3室2厅 | 92.02平米 | 西北 | 毛坯 | 中楼层(共28层)  | 板塔结合,5人关注 / 一年前发布,78,"8,477元/平"
此房是复式楼，设计合理，户型通透，好楼层，视野宽阔,盈海铂金时代 -南康区,4室2厅 | 123.45平米 | 东南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,78,"6,319元/平"
南水新区佳龙太古城电梯3房诚意出售,佳龙太古城 -南康区,3室2厅 | 88.33平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,65,"7,359元/平"
此房满五唯一 格局好 楼层好 采光充足  交通便利,旭山花园 -南康区,3室2厅 | 136.4平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,69.9,"5,125元/平"
文峰路商住楼 3室2厅 西南,文峰路商住楼 -南康区,3室2厅 | 114.71平米 | 西南 | 毛坯 | 高楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,60,"5,231元/平"
时代新城 电梯毛坯三房 朝南好晒太阳,弘乾中茂时代新城一期 -南康区,3室2厅 | 95.89平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 一年前发布,62.8,"6,550元/平"
此房毛坯房带车库出售，房子110.29平车库15平,东升佳怡花园 -于都县,3室2厅 | 110.29平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 8个月以前发布,88,"7,979元/平"
此房是复式楼，设计合理，户型通透，好楼层，视野宽阔,盈海铂金时代 -南康区,4室2厅 | 123.45平米 | 东南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,78,"6,319元/平"
苏馨园盛世   采光充足  视野好   前有山后有水,蘇馨園盛世 -南康区,3室2厅 | 133.24平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,86,"6,455元/平"
产权面积117平，双阳台 视野好，全天日照，,怡景豪庭 -南康区,3室2厅 | 96.1平米 | 东南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,62,"6,452元/平"
电梯三房2厅2卫，楼层好空间面积大 采光充足，,锦绣星城 -黄金开发区,3室2厅 | 142.8平米 | 东南 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,120,"8,404元/平"
经开发万达广场旁 低密度舒适小区 拎包入住 适合刚需,金丰小区 -黄金开发区,3室2厅 | 140.82平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,100,"7,102元/平"
新交房正规四房视野采光好交通便利,碧桂园玺台 -黄金开发区,4室2厅 | 127.43平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,8人关注 / 一年前发布,124.9,"9,802元/平"
130平3房2厅2卫包车位50万,兴业小区 -南康区,3室2厅 | 129.38平米 | 东南 | 毛坯 | 中楼层(共8层)  | 板塔结合,2人关注 / 一年前发布,49,"3,788元/平"
瑞都名苑小区精装修三房两厅两卫,瑞都名苑 -南康区,3室2厅 | 96.09平米 | 南 | 精装 | 高楼层(共8层)  | 塔楼,0人关注 / 1个月以前发布,44.7,"4,652元/平"
金岭家园 3室2厅 南,金岭家园 -南康区,3室2厅 | 91.34平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,49,"5,365元/平"
位于开发区两房，地理位置优越，房型方正的全明户型,名鑫苑 -黄金开发区,2室2厅 | 90.56平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,77,"8,503元/平"
家电品质优良，精装修拎包入住，环保家具,迎宾苑小区 -南康区,3室2厅 | 121.04平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,1人关注 / 7个月以前发布,66.8,"5,519元/平"
城南花园大别墅，四代同堂居住舒适,龍祥城南花園 -南康区,8室3厅 | 220.08平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 一年前发布,496.8,"22,574元/平"
江边小区， 南北通大三房，成熟位置，出行方便,瑞丽佳园 -老城区,3室2厅 | 145.61平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,102,"7,006元/平"
佳兴文峰花园边套四房好楼层视线好房东诚意出售,佳兴文峰花园 -南康区,4室2厅 | 124.23平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,88.8,"7,149元/平"
此房是毛坯房户型好楼层佳，接手即可装修入住,恒辉大景城 -南康区,3室2厅 | 134.13平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,78.6,"5,860元/平"
花园小区 环境优美居住舒适 房东置换诚意出售,正源時代 -南康区,3室2厅 | 87.17平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,96.8,"11,105元/平"
大3房，房源户型端正，采光豪，楼层好,迎宾苑小区 -南康区,3室2厅 | 130.96平米 | 南 | 精装 | 低楼层(共19层)  | 板楼,3人关注 / 一年前发布,71,"5,422元/平"
此房楼层好，精装修九成新，过户费低，采光好，无抵押,上蓝路蓝田一路安置点小区 -南康区,3室2厅 | 125.95平米 | 南 | 精装 | 中楼层(共8层)  | 板塔结合,8人关注 / 一年前发布,58,"4,606元/平"
名特优通透大三房   好楼层  采光好 契税满二,名特优小区 -南康区,3室2厅 | 122.06平米 | 东 西 | 简装 | 高楼层(共6层)  | 平房,0人关注 / 5个月以前发布,67.6,"5,539元/平"
步步高旁东阳山94平正规大2房 中层 有院子好停车,东阳山路29号 -老城区,2室2厅 | 94.05平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,12人关注 / 9个月以前发布,43,"4,573元/平"
佳兴文峰花园复式楼动静分区阳光普照四房,佳兴文峰花园 -南康区,4室2厅 | 100.64平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,98,"9,738元/平"
第五大道 5室2厅 南,第五大道 -章江新区,5室2厅 | 150平米 | 南 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 1个月以前发布,280,"18,667元/平"
香山院 3室2厅 南,香山院 -站北区,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,116,"10,546元/平"
如意花园 3室2厅 南,如意花园 -老城区,3室2厅 | 132.34平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,83,"6,272元/平"
大润发商圈，正规大三房，户型方正利用率高,国际时代广场三期 -老城区,3室2厅 | 141.76平米 | 东 南 北 | 其他 | 中楼层(共23层)  | 板塔结合,0人关注 / 1个月以前发布,160,"11,287元/平"
健康路银顶花园大三房精装修诚意出售,银顶花園 -老城区,3室2厅 | 153.22平米 | 南 | 其他 | 低楼层(共8层)  | 板楼,0人关注 / 31天以前发布,128,"8,355元/平"
爱丁堡品质小区，大别墅，带车库和院子，诚心出售。,滨江爱丁堡一期 -老城区,4室2厅 | 399.98平米 | 南 | 其他 | 3层  | 板楼 | 联排别墅 ,0人关注 / 1个月以前发布,430,"10,751元/平"
源盛公园里  中楼层 湿地公园旁,源盛公园里 -赣县区,4室2厅 | 143.92平米 | 东南 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,118,"8,199元/平"
华城·山水人家 3室2厅 南,华城·山水人家 -老城区,3室2厅 | 102.42平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,95,"9,276元/平"
全线江景四房，视野开阔，户型方正，满二年带车位,香江半岛 -黄金开发区,3室1厅 | 133平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,156,"11,730元/平"
诚意出售高档舒适通透四房中海品质标杆,中海天玺 -黄金开发区,4室2厅 | 143平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,325,"22,728元/平"
紫荆花园 4室2厅 南,紫荆花园 -老城区,4室2厅 | 160平米 | 南 | 其他 | 中楼层(共7层)  | 平房,0人关注 / 29天以前发布,130,"8,125元/平"
赣州杨梅渡公园旁大平层精装修房东诚意出售,碧桂园玺台 -黄金开发区,6室2厅 | 221平米 | 南 北 | 其他 | 低楼层(共16层)  | 板楼,0人关注 / 23天以前发布,290,"13,123元/平"
巨亿城 3室2厅 南,巨亿城 -老城区,3室2厅 | 111平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 24天以前发布,111,"10,000元/平"
江湾一号 4室2厅 南,江湾一号 -站北区,4室2厅 | 111平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 20天以前发布,118,"10,631元/平"
金钻广场旁 正规大4房 01年可低首付 看房方便,文明大道2号 -老城区,4室2厅 | 188.97平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 28天以前发布,98,"5,187元/平"
新力钰珑湾 3室2厅 南,新力钰珑湾 -水东,3室2厅 | 119.71平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,160,"13,366元/平"
菜市场，买菜购物方便。县中后面，上学近，可拎包入住,上林春天东区 -赣县区,3室2厅 | 129平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,92,"7,132元/平"
小区环境很好安全绿化多配套设施齐作风低调的成功人士,恒大名都 -站北区,4室2厅 | 139.09平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 28天以前发布,160,"11,504元/平"
紫金·晨星天宇公馆 4室1厅 南,紫金·晨星天宇公馆 -章江新区,4室1厅 | 136.83平米 | 南 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 26天以前发布,210,"15,348元/平"
华润 通透四房  开阔视野 中间楼层,华润万橡公馆 -老城区,4室2厅 | 141.98平米 | 南 北 | 其他 | 低楼层(共20层)  | 板楼,0人关注 / 22天以前发布,155,"10,918元/平"
品质小区。通透格局。采光好。视野好。,中海天玺 -黄金开发区,4室2厅 | 167.43平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,1人关注 / 27天以前发布,360,"21,502元/平"
精致装修长征大道森林公馆大五房拎包入住,中廷·森林公馆 -章江新区,5室2厅 | 135.07平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 29天以前发布,212,"15,696元/平"
新区地段，花园小区，实用四房。,第五大道 -章江新区,4室2厅 | 124平米 | 南 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 1个月以前发布,198,"15,968元/平"
水东  时间公园 精装修四房  采光好 有柴间,时间公园三期 -水东,4室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 21天以前发布,102,"7,556元/平"
4+1户型 环境清幽 得房率高,九里峰山花语林 -蓉江新区,4室2厅 | 148.1平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,1人关注 / 23天以前发布,119,"8,036元/平"
前后无遮挡 视野开阔 交通方便 设施齐全,中海天玺 -黄金开发区,4室2厅 | 144平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 18天以前发布,300,"20,834元/平"
房子地理位置不错，是联排别墅，带院子，地上3层,鹭江新城 -站北区,6室2厅 | 268.89平米 | 南 | 其他 | 2层  | 板楼 | 双拼别墅 ,1人关注 / 18天以前发布,320,"11,901元/平"
宝能城大平层，中上楼层 看小区园林游泳池 诚意出售,宝能世纪城东区 -章江新区,5室2厅 | 162.09平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 24天以前发布,319,"19,681元/平"
2010年文清路九曲巷三楼大三房好停车精装修,新赣南路社区 -老城区,3室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 22天以前发布,105,"7,395元/平"
嘉福国际 3室2厅 南,嘉福国际 -老城区,3室2厅 | 139.98平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,0人关注 / 19天以前发布,166,"11,859元/平"
电梯房东方胜境大三房精装修诚意出售,滨江东方胜境 -老城区,3室2厅 | 140.09平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 20天以前发布,106,"7,567元/平"
5000单价环城路上壕塘大四房,上壕塘3号 -老城区,4室2厅 | 227平米 | 南 北 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 18天以前发布,120,"5,287元/平"
