标题,开发商,房子信息,发布信息,售价/万,单价
13年新社区，小区管理严格，户型方正，出行便利,建华温泉公寓二区 -五一广场,3室1厅 | 105.51平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 塔楼,2人关注 / 一年前发布,375,"35,542元/平"
电梯三房 三叉街地铁 步行街  汇达永辉  海通商圈云集,文苑精舍 -三叉街,3室2厅 | 102.25平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 11天以前发布,188,"18,387元/平"
1号线葫芦阵 大露台 户型方正 通透 居家装修,都会华彩 -白湖亭,3室2厅 | 120.54平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 10天以前发布,210,"17,422元/平"
中佳蓝湾 单身公寓 电梯房 业主诚意出售,中佳蓝湾 -马尾市区,1室1厅 | 33.92平米 | 东南 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 5天以前发布,50,"14,741元/平"
左海边电梯三房，端头全明。左海帝景,左海帝景 -西江滨,3室2厅 | 110.31平米 | 东南 北 | 精装 | 低楼层(共10层)  | 板楼,0人关注 / 11天以前发布,399,"36,171元/平"
茶亭地铁口丫哦社区沿水系端头户型电梯高层全明采光,鸿运星城 -万宝商圈,3室2厅 | 122.63平米 | 东南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,390,"31,803元/平"
双龙花园 框架2房 楼层好  105万,双龙花园 -王庄,2室1厅 | 69.93平米 | 南 北 | 简装 | 低楼层(共8层)  | 暂无数据,1人关注 / 9天以前发布,105,"15,016元/平"
海西提 大4房 新装修 端头户型 马尾君竹路主干道,海西提 -马尾市区,4室2厅 | 126.72平米 | 东南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 11天以前发布,185,"14,600元/平"
桂园怡景 2室1厅 东南,桂园怡景 -光明港,2室1厅 | 63.41平米 | 东南 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 4天以前发布,143,"22,552元/平"
三叉街地铁口，商品房，电梯高层，精装修，大三房！！,美伦雅居 -三叉街,3室2厅 | 139.08平米 | 西南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 14天以前发布,306,"22,002元/平"
东方名城蓝郡，三房两卫，高层一线看江,蓝郡 -江滨东大道(快安）,3室2厅 | 127.7平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 平房,0人关注 / 1个月以前发布,211,"16,524元/平"
东江滨标准四房 房东诚心出售 配套齐全,东方名城康郡 -江滨东大道(快安）,4室2厅 | 162平米 | 西南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,285,"17,593元/平"
融信大卫城B区 4室2厅 南 北,融信大卫城B区 -金山公园,4室2厅 | 150平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 20天以前发布,430,"28,667元/平"
电梯刷卡。前排顶楼复式，毛坯全江景。使用面积多,名城国际 -江滨东大道(快安）,6室2厅 | 242.07平米 | 东南 | 毛坯 | 高楼层(共29层)  | 塔楼,2人关注 / 9个月以前发布,600,"24,787元/平"
社区幽静，绿地面大，全仓山次新的社区,金辉淮安半岛泊宫 -福建农林大,4室2厅 | 134.14平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,1人关注 / 8个月以前发布,305,"22,738元/平"
洪塘桥头，金桥花园，空中花园复式楼，50平方大露台,金桥花园 -上街,6室4厅 | 236.13平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,338,"14,315元/平"
万科金域榕郡 4室2厅 南 西 北,万科金域榕郡 -五四北,4室2厅 | 162.59平米 | 南 西 北 | 精装 | 33层  | 平房,0人关注 / 3个月以前发布,498,"30,630元/平"
正祥林语墅  高层三房  视野好  单价低 看房方便,正祥林语墅4期 -南屿,3室1厅 | 92.21平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,35人关注 / 一年前发布,119,"12,906元/平"
阳光城领海，高层大户型精装看江房,阳光城领海 -甘蔗,4室2厅 | 145.86平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,11人关注 / 6个月以前发布,243.8,"16,715元/平"
马尾区 凯兴花园 改造小区 环境好 地段好,凯兴花园 -马尾市区,3室2厅 | 125.98平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 4个月以前发布,128.5,"10,201元/平"
西洪路 入湖滨 框架三房 单位管理 全明户型,市传染病医院职工宿舍西洪路宿舍 -西江滨,3室2厅 | 88.43平米 | 东南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,255,"28,837元/平"
配套成熟，采光*好，配套齐全，交通便利,马尾商业步行街A区 -马尾市区,4室1厅 | 132平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,150,"11,364元/平"
五四北泰禾象峰地铁口 i33城市广场 三盛国际 万科物业,三盛国际公园.长岛区 -五四北,3室2厅 | 135.91平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 板楼,1人关注 / 3个月以前发布,278,"20,455元/平"
桥头堡博士后公馆，大四房，南北通透，一线江景,博仕后公馆 -上街,4室2厅 | 138.31平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 7个月以前发布,252,"18,220元/平"
大学城丹宁顿二期联排，户型好，使用面积大，满两年,阳光理想城丹宁顿小镇 -上街,5室2厅 | 257.5平米 | 南 北 | 毛坯 | 4层  | 暂无数据 | 联排别墅 ,3人关注 / 一年前发布,402,"15,612元/平"
东方名城华郡，3房2卫，看江视野，端头精装修,东方名城华郡 -江滨东大道(快安）,3室2厅 | 137.84平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 7个月以前发布,238,"17,267元/平"
闽侯高新区橘园洲桥头堡高品质社区精装大4房。。。。,中海寰宇天下 -福州高新区,4室2厅 | 143.48平米 | 东南 | 精装 | 低楼层(共34层)  | 暂无数据,20人关注 / 一年前发布,322.9,"22,505元/平"
鼓楼，左海公园，软件园，电梯4房，南北通透方正,五凤兰庭八期 -铜盘路（软件园）,4室2厅 | 142.66平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,376,"26,357元/平"
顺意园，6到7层复式，使用面积200平方，带露台,顺意园 -塔头,4室2厅 | 133.34平米 | 东南 北 | 精装 | 高楼层(共7层)  | 平房,13人关注 / 一年前发布,330,"24,749元/平"
阳光城一区！居家社区，大平层5房，阳光城物业管理好,阳光城 -五一广场,5室2厅 | 169.3平米 | 东南 | 简装 | 低楼层(共9层)  | 板楼,0人关注 / 4个月以前发布,675,"39,871元/平"
复式楼  朝南  全明结构    户型方正,贵安新天地贵居苑 -贵安,4室2厅 | 239.28平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,166,"6,938元/平"
公园道一号，顶层复式，使用300平，精装五房，带露台,公园道1号二期 -金山公园,5室2厅 | 138.54平米 | 东南 | 精装 | 高楼层(共31层)  | 板楼,6人关注 / 5个月以前发布,720,"51,971元/平"
万润温泉会馆 复式楼 高层 一线江景,万润温泉会馆 -贵安,4室2厅 | 93.21平米 | 南 | 毛坯 | 高楼层(共8层)  | 板塔结合,2人关注 / 一年前发布,116,"12,446元/平"
入井大福一，电梯房四房朝南，户型方正，采光好,欣华楼 -省政府,4室2厅 | 138.94平米 | 南 | 精装 | 高楼层(共9层)  | 板塔结合,1人关注 / 4个月以前发布,592,"42,609元/平"
端头别墅，纯毛坯，带大草地，多个车位,美林湾东区 -金山公园,5室2厅 | 252.46平米 | 南 北 东 | 毛坯 | 低楼层(共1层)  | 板塔结合,8人关注 / 一年前发布,779,"30,857元/平"
马尾区龙头位置坐拥步行街主流商圈。,西提丽府 -马尾市区,5室1厅 | 255平米 | 东南 | 简装 | 高楼层(共10层)  | 板楼,4人关注 / 一年前发布,280,"10,981元/平"
高层  南北通透  视野好 会满意的,博仕后公馆 -上街,3室2厅 | 125.85平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,8人关注 / 一年前发布,224.5,"17,839元/平"
便宜~·喜欢大户型的可以考虑.一大家居住,贵安新天地贵香苑 -贵安,4室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,70,"4,965元/平"
贵岚苑 前排视野好 看房花海公园 诚意出售,贵安新天地贵岚苑 -贵安,4室2厅 | 145平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 5个月以前发布,104.6,"7,214元/平"
塔头路地铁口，大平层，全明通透！,东城公寓 -塔头,6室2厅 | 236.97平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 6个月以前发布,550,"23,210元/平"
观海国际 马尾老城区 罗星塔盘 通燃气,观海国际广场 -马尾市区,4室2厅 | 200.76平米 | 北 | 精装 | 低楼层(共21层)  | 塔楼,0人关注 / 4个月以前发布,180,"8,966元/平"
精装3房，南北通从头3阳台，万科物业。,三盛国际公园•贝肯郡 -五四北,3室2厅 | 126.18平米 | 东南 | 精装 | 高楼层(共17层)  | 板塔结合,2人关注 / 6个月以前发布,268,"21,240元/平"
中庚香山春天 不沿街不沿路 电梯中层4房精装修 视野好,中庚香山春天 -五四北,4室2厅 | 139.5平米 | 西南 北 | 精装 | 中楼层(共24层)  | 板楼,2人关注 / 6个月以前发布,360,"25,807元/平"
低总价四房，大客厅有采光，位置好,金城住宅小区 -新店,4室2厅 | 111.74平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 5个月以前发布,169,"15,125元/平"
马尾东江滨改善型舒适三房带入户花园,东方名城康郡 -江滨东大道(快安）,3室2厅 | 129.16平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,210,"16,259元/平"
单价低，地段好，视野开阔，大面积,帝豪花园 -马尾市区,4室2厅 | 178.76平米 | 东 东南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,194,"10,853元/平"
此房满两年 楼层适中 楼间距宽 采光充足,蓝郡 -江滨东大道(快安）,3室2厅 | 137.03平米 | 西南 | 精装 | 高楼层(共12层)  | 平房,0人关注 / 2个月以前发布,250,"18,245元/平"
悦府南区2期高区东端头看江好房子有钥匙,融侨锦江悦府花园南区A区 -西江滨,3室2厅 | 133.65平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 10个月以前发布,790,"59,110元/平"
悦府35楼以上高楼层端头出售房源,融侨锦江悦府花园南区A区 -西江滨,3室2厅 | 131.22平米 | 南 | 毛坯 | 高楼层(共37层)  | 板楼,0人关注 / 9个月以前发布,790,"60,205元/平"
入井大福一，电梯高层，采光好，适合办公,欣华楼 -省政府,4室2厅 | 177.75平米 | 东南 | 简装 | 高楼层(共9层)  | 板塔结合,0人关注 / 4个月以前发布,670,"37,694元/平"
温泉十九 温泉苑 框架5房 电梯高层 看房有锁,温泉苑 -五四路（温泉公园）,5室2厅 | 162.37平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,1人关注 / 4个月以前发布,680,"41,880元/平"
世欧上江城B区沿江头排一线江景房,世欧上江城B区 -南江滨,5室2厅 | 188.92平米 | 东南 北 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 5个月以前发布,820,"43,405元/平"
百米楼距 视野无遮挡 全天候采光 南面看泳池 精装满2,融侨悦城 -东二环,4室2厅 | 136.32平米 | 南 | 精装 | 高楼层(共30层)  | 暂无数据,3人关注 / 4个月以前发布,520,"38,146元/平"
福霞小区  全明户型 大四房  使用面积144.5平  光线好,福霞小区 -福新路,4室2厅 | 153.69平米 | 南 西 北 | 简装 | 低楼层(共8层)  | 板楼,3人关注 / 11个月以前发布,269,"17,503元/平"
万达商铺 商品房社区 稀有单身公寓 小户型 可塑性强,好景城 -浦上大道（金山万达）,1室1厅 | 44.11平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,14人关注 / 一年前发布,115,"26,072元/平"
地铁口，低于市价 品质小区 电梯复式3房，看小区花园,碧桂园融侨时代城 -火车站,3室2厅 | 89.96平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,23人关注 / 8个月以前发布,221,"24,567元/平"
地铁口精装大四房！电梯单位住房！环境优美，停车方便,亿力秀山 -五四北,4室2厅 | 169.5平米 | 南 北 | 精装 | 中楼层(共10层)  | 暂无数据,3人关注 / 一年前发布,408,"24,071元/平"
金桥空中花园 客厅挑高 带大露台使用,金桥花园 -上街,4室2厅 | 221平米 | 西南 | 精装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,380,"17,195元/平"
降价诚售，精装带双阳台，运动楼层方正通,世茂上游墅二期 -甘蔗,4室2厅 | 118平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,13人关注 / 一年前发布,155,"13,136元/平"
融侨花园式社区 得房率高，次顶楼高层日照采光充足。,融侨东区B区 -福马路,4室2厅 | 167.29平米 | 东 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,329,"19,667元/平"
新出 二号线  春晓苑 东端头 三层复式带露台,春晓苑 -金山公园,5室2厅 | 238平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,381,"16,009元/平"
省委党校 南北通透三房朝南 高楼层单位宿舍 外墙贴砖,省妇幼保健院宿舍 -乌山路,3室2厅 | 92.8平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,208,"22,414元/平"
电梯高层，纯毛坯，奥体商圈，大3房,福湾新城夏雨苑A区 -金山奥体,3室2厅 | 95.65平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,16人关注 / 一年前发布,159,"16,624元/平"
电梯房标准大四房全明结构，楼层适中,闽都大庄园 -上街,4室2厅 | 165.89平米 | 南 北 | 简装 | 低楼层(共9层)  | 板楼,6人关注 / 5个月以前发布,208,"12,539元/平"
房东急卖！排尾路二环内亿力江滨全新精装高层可看闽江,亿力江滨一区 -台江排尾,3室1厅 | 139平米 | 南 北 | 精装 | 中楼层(共44层)  | 板楼,0人关注 / 一年前发布,439,"31,583元/平"
悦府南区高区看江好有钥匙诚意出售,融侨锦江悦府花园南区A区 -西江滨,3室2厅 | 133.26平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 10个月以前发布,760,"57,032元/平"
地铁口 满五南北通透端头五房 使用150平再加露台,金山桔园龙苑C区 -金山公园,5室1厅 | 109.62平米 | 东 南 西 北 | 精装 | 高楼层(共6层)  | 板塔结合,5人关注 / 8个月以前发布,340,"31,017元/平"
闽江大道旁，融侨物业，品质房企，端头四房！看房方便,融侨观澜 -金山大道,4室2厅 | 119.62平米 | 西南 | 简装 | 低楼层(共30层)  | 板塔结合,1人关注 / 7个月以前发布,340,"28,424元/平"
户型方正，楼层好，采光好，生活便利,光明城小区 -瀛洲红星,4室2厅 | 142.65平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,229,"16,054元/平"
此房户型方正，保养干净，格局通透，视野宽阔。,西提湾 -马尾市区,4室2厅 | 174.52平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,4人关注 / 一年前发布,298,"17,076元/平"
看江不沿路，度假好去处！建发领域带一亩大草地,建发领域 -荆溪,6室3厅 | 956平米 | 东 南 西 北 | 毛坯 | 低楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,1300,"13,599元/平"
天悦湾E区，一线江景，中层大四房，满二毛坯,东方威尼斯禹洲天悦湾E区 -火车南站,4室2厅 | 118.93平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,3人关注 / 8个月以前发布,265,"22,283元/平"
洪塘桥头堡，乌龙江畔，东端头，满五唯一，视野宽广，,博仕后公馆 -上街,4室1厅 | 136平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,288,"21,177元/平"
黎明西二环乌山勺园园垱街公安厅道山柳河小柳河南3房,中国科学院福建物质结构研究所职工宿舍 -乌山路,3室2厅 | 94.85平米 | 南 西南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,197,"20,770元/平"
东南朝向。可看小区花园景观。房型好。小区人车分流,融侨国际公馆 -茶亭,5室2厅 | 215平米 | 东南 | 其他 | 低楼层(共25层)  | 板楼,1人关注 / 4个月以前发布,850,"39,535元/平"
房 东  诚 意  出售，配 合 看房,三福花园 -甘蔗,4室2厅 | 121.51平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,1人关注 / 4个月以前发布,106,"8,724元/平"
三附 小 楼梯复 试  使用 面积多 毛坯房 看房子方便,金山桔园龙苑C区 -金山公园,4室1厅 | 131.7平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,380,"28,854元/平"
满两年，高层，公摊小户型，端头，视野好,博仕后龙港城 -甘蔗,4室2厅 | 119.64平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,218,"18,222元/平"
红星爱情海、万达商圈，双地铁沿线，双平层复式出售,红星国际晶品 -浦上大道（金山万达）,3室2厅 | 90.91平米 | 南 | 简装 | 低楼层(共34层)  | 塔楼,2人关注 / 4个月以前发布,249,"27,390元/平"
此房满五唯一，视野采光都很好，精装修。南北通透,闽都大庄园 -上街,5室2厅 | 182.98平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,45人关注 / 一年前发布,218,"11,914元/平"
百万古典精装修  没有入住全新装修 一口价800万,保利香槟国际 -东二环,5室3厅 | 175.17平米 | 东南 | 精装 | 高楼层(共36层)  | 塔楼,0人关注 / 3个月以前发布,800,"45,670元/平"
